feature 3,feature 4,output
9.571372883,0.85716652,1
-0.162327117,-1.76784348,0
-5.127727117,-2.50744348,0
-5.253727117,-3.03114348,0
12.97127288,0.57526652,1
12.07507288,-1.43544348,1
-3.814227117,-0.39584348,0
6.765172883,1.79982652,0
-3.276127117,2.51745652,1
3.175872883,1.66792652,1
-1.930867117,0.36449652,1
-3.856227117,-0.27044348,0
2.060272883,2.02870652,0
3.835672883,0.78992652,0
-0.366327117,2.16059652,0
8.935572883,0.07355652,1
1.429672883,0.47957652,0
-1.553007117,1.07181652,1
-1.643827117,1.64853652,1
-4.531427117,-1.33594348,0
0.314872883,1.60586652,0
0.823872883,-3.40484348,0
8.178972883,0.46147652,1
8.779572883,1.84249652,1
-2.397827117,-1.52344348,1
-0.565067117,1.94465652,0
2.723472883,2.69595652,1
-4.575927117,-1.81694348,0
0.332872883,-3.67124348,0
10.44107288,-0.70614348,1
9.342572883,0.17445652,1
-5.410527117,-0.52904348,1
-1.684957117,1.33819652,1
-1.241977117,-5.62774348,0
-3.366927117,1.21793552,0
-4.335127117,-0.08934348,0
-0.421977117,1.23733152,1
-2.661727117,-0.19414348,0
-1.217977117,2.37135652,0
-3.061927117,-0.64674348,0
6.321372883,-0.52514348,1
-4.409727117,1.19465952,1
-1.667827117,2.42955652,0
-6.099427117,-1.40704348,1
1.186272883,1.40931652,0
5.280272883,1.36663652,1
1.306272883,0.95414652,1
-2.374717117,0.30759652,0
-4.082427117,0.26621652,0
0.553072883,3.12915652,0
3.427772883,0.77181652,1
-1.048327117,0.77828652,0
-1.388492717,-2.51134348,1
6.711172883,0.11105652,1
4.835572883,0.88819652,0
-2.468927117,-1.39924348,0
-3.038727117,0.99940652,1
-1.870037117,-0.47604348,1
4.252972883,1.38732652,1
-5.616127117,-3.23284348,0
-3.127827117,-2.37294348,1
-1.374783117,-5.66004348,1
-1.888887117,-4.02424348,1
-5.810627117,-2.82944348,0
-0.844397117,0.89595652,1
-2.877727117,-0.22644348,1
-3.547727117,0.42138652,1
5.263172883,0.61276652,0
0.711572883,-2.77124348,0
-2.766327117,-0.59364348,0
5.441372883,0.60112652,1
5.201472883,1.76620652,0
-6.161127117,-1.42124348,1
-1.679817117,-1.46914348,0
3.249572883,2.27955652,0
-1.397917927,2.83175652,0
-0.768997117,2.31055652,0
-0.330327117,0.77052652,0
2.628372883,1.74292652,1
-0.899237117,0.49121652,0
-2.219627117,1.06922652,0
-3.484327117,0.38518652,0
-3.311227117,0.65414652,0
0.415172883,0.57914652,0
-2.229907117,-1.84414348,1
0.230072883,1.96792652,0
-0.612197117,1.93689652,1
-2.612027117,-1.18724348,1
-2.758627117,-0.27424348,0
-3.770527117,0.10195652,1
-1.383352117,-5.59274348,1
-3.312927117,0.33087652,0
0.990072883,1.96792652,1
0.087872883,2.31055652,1
-4.749827117,0.52612652,1
4.247772883,1.50500652,1
-1.449328117,1.29164152,1
-3.061927117,-0.64674348,0
-5.102027117,-5.61864348,0
-1.428764117,0.83776652,1
-6.196227117,-4.47424348,1
0.781072883,-4.41214348,0
-5.329927117,-2.99104348,0
-0.624187117,2.61055652,1
0.978072883,1.97697652,0
1.147772883,-2.08464348,0
-1.165717117,-2.74534348,1
8.067572883,0.84293652,1
-3.394327117,0.84164652,0
-1.511017117,2.41145652,1
4.272672883,-0.15924348,0
5.732672883,1.21922852,0
1.422772883,-2.55014348,0
13.49047288,0.72138652,1
7.551772883,1.87223652,1
-2.822827117,0.06705652,1
-1.633547117,-0.56914348,0
-1.733797117,0.83129652,1
-5.122627117,-4.63074348,0
-3.046427117,-1.24024348,1
-5.536427117,-3.87294348,0
-3.801327117,1.13000452,0
2.864872883,2.34935652,0
-3.867327117,0.38647652,1
0.740772883,1.94594652,0
-0.978927117,-0.98674348,0
-0.375727117,2.59245652,0
-2.755127117,-1.39024348,1
-5.066027117,-2.26434348,1
-0.590777117,1.90844652,0
-6.373627117,-1.53374348,1
0.962672883,-2.22814348,0
-0.635327117,2.00284652,0
-3.581127117,-0.73594348,1
2.946272883,2.54335652,0
-5.673527117,-3.78634348,0
-5.408827117,-2.40274348,0
-1.683247117,-0.47604348,0
-4.701027117,0.14075652,0
0.599372883,1.71448652,1
0.440872883,1.57482652,0
-2.238477117,2.15283652,1
-1.699527117,-0.99194348,1
3.188772883,0.87655652,0
5.470472883,0.68517652,0
-6.658927117,-4.89064348,1
1.251472883,1.66534652,0
-1.634407117,-0.92344348,1
-5.184327117,-6.31174348,0
-4.288027117,0.66449652,0
6.140572883,1.97568652,0
0.718472883,1.80499652,0
0.659372883,1.00198652,0
11.39807288,-1.63334348,1
-3.669427117,0.45630652,0
3.588072883,1.52051652,1
-5.346227117,-2.66654348,0
6.949372883,-1.51824348,0
0.715872883,1.54249652,0
-2.755127117,-0.18894348,1
-3.380627117,1.59939652,0
-1.636117117,-1.77174348,0
-1.799777117,-0.10364348,1
-4.348827117,0.53000652,1
-0.868387117,1.67051652,0
-0.820407117,1.85542652,0
-5.557827117,-3.78114348,0
3.417472883,1.15845252,1
1.361072883,1.51146652,0
-2.190497117,0.28302652,0
8.693972883,0.36319652,1
-5.102027117,-5.61864348,0
-0.613057117,0.43431652,0
-4.988927117,-0.16434348,0
-3.233227117,-1.64234348,1
-3.610227117,1.28905552,1
7.626272883,-0.76304348,1
-0.314027117,-5.42594348,1
11.27127288,-0.71654348,1
11.78027288,-1.37604348,1
-1.756077117,-2.71304348,1
-3.829627117,0.20802652,0
-4.252027117,0.58302652,0
1.842672883,1.37569652,0
10.56787288,-0.26264348,1
-0.439117117,2.19935652,0
-2.954827117,2.20195652,0
-2.216197117,1.67051652,0
0.737372883,2.43345652,1
-1.710667117,-2.62774348,1
-6.311927117,-2.55664348,1
8.423172883,1.66663652,1
6.378772883,0.21449652,1
-1.343937117,0.96060652,1
2.946272883,1.79335652,0
0.736472883,1.51275652,0
-1.751797117,1.66663652,1
0.203472883,2.15930652,0
-1.194847117,2.40115652,0
-5.004327117,-2.25404348,1
9.125772883,0.70198652,1
-1.781777117,-2.66914348,1
-0.106627117,2.84725652,0
-5.428527117,-0.23424348,1
3.174172883,0.20285652,0
-0.203527117,0.83905652,0
-1.074887117,0.33087652,1
-1.017477117,2.56795652,0
-5.408827117,-3.83674348,0
-1.783497117,0.52742652,1
9.028972883,0.32440652,1
4.069572883,0.46794652,0
-2.376427117,-1.27514348,0
4.359172883,2.06490652,1
16.20757288,-1.30104348,1
-2.847727117,0.63216652,1
-3.636027117,1.63043652,0
-0.062927117,2.56795652,1
6.734372883,0.95155652,0
7.594572883,0.69164652,1
-3.680527117,-1.00614348,1
0.310572883,2.09335652,1
0.599372883,3.34635652,0
1.148572883,-1.74454348,0
-0.913807117,-1.02174348,0
-3.079927117,1.78689652,1
-5.721527117,-3.13594348,0
0.344872883,-3.93244348,0
-2.687427117,0.36707652,1
0.585672883,0.74336652,1
-2.576927117,1.59163652,1
8.685372883,2.15930652,1
7.757372883,2.13214652,1
7.079672883,1.51146652,1
6.323872883,1.64465652,0
1.951472883,0.69940652,0
6.575872883,0.73690652,1
0.734772883,1.79335652,1
4.426872883,1.73775652,1
0.764772883,-2.54884348,0
5.304272883,2.35975652,1
6.565572883,1.39767652,0
-0.716727117,0.10455652,1
-1.573567117,2.81615652,0
3.814272883,0.89853652,0
-4.038727117,1.30198652,1
1.043172883,-4.07724348,0
3.785072883,2.48385652,0
-3.048227117,2.02999652,1
-4.540827117,-0.01184348,1
-2.038837117,1.94982652,1
-4.509927117,-1.52474348,0
-4.680427117,0.57397652,1
1.067172883,2.33255652,0
3.139072883,2.57825652,1
-4.017227117,0.70457652,0
0.186372883,1.90327652,1
-4.683927117,-3.65314348,0
0.895872883,1.41706652,0
-2.360147117,-0.61954348,0
-5.510727117,-3.41394348,0
-5.830327117,-3.07384348,1
-1.492170117,-0.66734348,0
-1.821197117,-0.92084348,1
-1.179427117,-3.38034348,1
-2.672027117,-0.38424348,0
-3.478327117,0.06445652,0
-0.625047117,0.19380652,1
-1.886317117,0.66449652,1
-0.889817117,-2.62384348,0
-3.666827117,0.04765652,0
-0.463107117,1.62137652,1
0.535972883,2.32745652,1
-0.069827117,1.00845652,0
-3.920427117,0.29207652,0
-3.454327117,0.28820652,0
-2.443227117,1.42612652,0
-1.594137117,1.19983192,1
-1.018337117,1.76103652,0
1.769772883,2.27825652,0
-1.427050117,1.64077652,0
-5.184327117,-6.31174348,0
3.245272883,0.89595652,0
-2.540127117,0.13435652,0
-2.816827117,0.60630652,1
-5.491927117,-3.15404348,0
-1.639547117,1.50758652,1
-5.904027117,-2.85144348,1
-0.839257117,0.74983652,0
-3.564827117,0.44983652,0
-1.449328117,2.68425652,0
-5.808927117,-2.03414348,0
-0.451967117,-3.03504348,0
-1.860607117,0.09425652,1
5.682972883,2.22265652,0
-3.706227117,-1.18074348,1
2.793772883,1.36146652,0
1.691872883,0.20675652,0
6.752372883,0.29337652,0
-2.320737117,-3.88844348,1
-1.810057117,-0.77214348,0
4.616272883,1.56060652,1
0.215472883,2.76705652,1
-3.222127117,1.33172652,0
-2.060257117,-0.48114348,0
-5.515027117,-3.08804348,0
-2.031977117,2.06102652,0
7.077972883,1.94723652,0
-0.527367117,0.53776652,1
-3.667727117,-1.03074348,1
-1.433048117,-1.31784348,1
-0.304627117,3.01925652,0
14.15967288,1.04983652,1
-1.342223117,3.10065652,0
3.153572883,2.42565652,0
-0.323427117,-2.14924348,0
-3.403827117,-1.52084348,0
-0.155527117,0.62955652,0
1.256572883,-4.01904348,0
-3.713927117,-0.00404348,1
-5.252827117,-3.11394348,0
1.465672883,1.17397052,0
-1.301095117,2.38815652,1
4.443172883,1.81534652,1
10.47017288,0.61276652,1
0.634472883,1.45974652,0
-0.409127117,0.31794652,0
6.520972883,-0.35704348,0
0.003872883,2.38685652,0
4.975272883,0.77569652,0
-1.305379117,1.77267652,0
6.816572883,-0.87424348,0
-1.381638117,-0.54974348,0
-0.700447117,0.63474652,0
-0.986637117,-1.84154348,0
-4.298327117,0.22483652,0
-2.790327117,-0.80314348,1
-0.304627117,-1.65274348,0
4.201572883,0.72009652,1
-4.300927117,0.40975652,0
3.942772883,1.03690652,0
0.541072883,0.75759652,0
-2.728627117,-4.27904348,0
-0.751857117,2.08559652,0
2.861472883,1.47137652,1
-5.476427117,-3.17474348,0
-0.116127117,1.60456652,1
-4.420027117,0.59466652,0
-4.879227117,-1.59194348,1
15.56067288,-1.11354348,1
13.57277288,-0.19674348,1
4.957272883,1.19465952,0
-2.216197117,-0.68674348,0
1.376572883,0.98905652,0
7.407772883,2.72055652,1
1.691872883,0.20675652,0
-0.730437117,0.24423652,1
-0.087827117,1.75715652,0
1.279672883,2.40365652,0
6.653772883,1.68732652,0
-3.711427117,2.01577652,1
14.28477288,-0.08934348,1
0.907872883,1.17009052,1
0.803272883,1.69896652,1
-2.454427117,0.46018652,0
0.001272883,-2.77514348,0
-5.432727117,-2.76474348,0
0.239472883,2.37915652,0
-0.302927117,2.07784652,1
2.497272883,1.96922652,1
-1.260827117,2.84595652,0
-2.551227117,2.75675652,0
-4.355727117,1.40155652,1
0.307172883,2.10111652,0
-4.953827117,-1.89714348,1
-3.628227117,0.52612652,0
-5.548427117,-3.26654348,0
0.996972883,2.05456652,0
1.691872883,0.20673652,0
10.99537288,-0.09064348,1
-3.113327117,0.95414652,0
0.564272883,1.37827652,0
-0.711587117,1.99896652,0
-2.283037117,-0.28854348,1
-1.463894117,0.74466652,1
-1.975427117,-1.03854348,0
-0.247227117,0.65285652,0
-1.870897117,2.16189652,1
-3.851027117,0.50931652,0
-4.648727117,-0.37774348,0
-0.006427117,0.02955652,0
-0.537647117,-4.14194348,0
0.635372883,0.78733652,0
-5.982827117,-3.01434348,0
-1.585567117,1.42612652,1
4.555372883,1.65111652,1
-2.349007117,1.77008652,1
-1.775787117,-1.34884348,0
1.251472883,1.25802152,0
1.691872883,0.20675652,0
-0.635327117,2.96745652,1
-0.721017117,-7.35654348,0
8.905572883,1.57224652,1
-5.358227117,-1.97084348,0
-1.801487117,2.39335652,1
-2.076537117,1.22698652,1
-2.815127117,-2.84104348,0
0.147772883,0.93086652,0
1.224872883,1.12741852,1
-0.477677117,0.52225652,0
-5.122627117,-3.12164348,0
-5.305127117,-2.34064348,0
-0.326827117,0.25845652,0
1.120372883,1.70801652,1
-3.929927117,-1.04234348,1
-5.290527117,-2.98854348,0
-1.599277117,1.74939652,1
0.425472883,-4.18334348,0
1.121172883,1.02138652,0
-2.684027117,-0.27304348,1
-0.561647117,1.84120652,0
16.27957288,-2.12854348,1
2.000272883,2.03516652,0
-0.800697117,1.98990652,0
4.187772883,2.49555652,0
2.994272883,1.51275652,1
-0.064627117,2.84595652,1
-1.351648117,0.06965652,1
0.733072883,-3.18764348,0
-1.109167117,-6.56644348,0
-1.302809117,1.16491852,0
14.04407288,-0.30664348,1
-3.827027117,0.99552652,0
0.643972883,2.39205652,0
1.135772883,1.39379652,0
2.780872883,1.78301652,0
3.193072883,0.94767652,0
0.615672883,3.24805652,0
4.180072883,0.55587652,0
2.584672883,0.95414652,0
4.587972883,1.26965852,0
2.245372883,2.27955652,0
-1.119447117,-3.84064348,1
-0.637897117,2.19295652,0
15.31897288,-2.02514348,1
-5.218527117,-2.52164348,0
2.427872883,-0.06094348,0
-0.369727117,2.29765652,0
-0.691887117,1.52827652,0
-6.546627117,-5.04064348,1
4.636772883,0.98388652,1
-1.211127117,-1.24924348,1
4.585372883,1.05241652,1
-1.875177117,-0.65444348,0
5.206572883,0.66061652,0
1.206872883,2.56925652,1
-0.768997117,0.03215652,1
0.648172883,-4.08114348,0
-5.667527117,-3.72424348,0
3.773072883,2.26795652,0
-0.886387117,1.70155652,0
-2.403027117,0.36190652,1
6.500472883,2.42055652,1
8.284372883,1.06276652,1
-4.679627117,-1.90874348,1
-2.091097117,-2.20874348,1
-2.494627117,-2.82424348,0
0.004772883,1.96534652,1
-4.350627117,-4.67214348,0
-5.453327117,-0.48244348,1
-1.873467117,-0.20574348,1
1.546172883,-2.33414348,0
-5.975127117,-3.23544348,0
0.833272883,1.50112652,0
-0.685027117,0.85845652,1
-0.155527117,0.62955652,0
8.519972883,0.68905652,1
7.017972883,-0.80314348,1
-4.706127117,-1.60484348,1
-5.474727117,-0.87944348,1
1.518772883,1.12353952,0
-4.167227117,0.11495652,0
8.698172883,0.17695652,1
4.057572883,0.62181652,0
-1.851187117,-0.63114348,1
-4.350627117,-4.67214348,0
1.132372883,3.64115652,0
0.709072883,2.13473652,1
4.822772883,-0.29114348,0
-0.693597117,1.54379652,0
0.207772883,2.08559652,1
1.411672883,1.43646652,0
6.891172883,-0.10744348,0
2.103172883,1.11319452,0
-2.307027117,-0.68034348,0
0.981572883,1.67439652,0
5.317972883,1.93559652,1
1.309672883,1.02526652,1
-5.324827117,-3.15274348,0
0.449472883,1.79335652,1
-5.123427117,-0.11524348,0
3.174172883,0.20285652,0
-0.667887117,-0.29754348,0
-2.769727117,-1.65664348,1
3.510872883,1.74163652,0
-1.352505117,-0.48634348,1
-0.608767117,0.40975652,1
-0.380027117,-0.84844348,0
-3.194727117,0.01535652,0
-1.924877117,1.85025652,1
0.380872883,0.72009652,0
-2.048257117,-4.23894348,1
-5.785827117,-2.61994348,1
5.748972883,2.08301652,0
-5.871427117,-2.85664348,1
1.249672883,0.81319652,1
-2.031977117,0.01665652,1
0.865872883,1.96404652,1
-0.838397117,1.52956652,0
-1.785207117,-4.78464348,1
-0.155527117,0.62955652,0
-2.814227117,-1.70314348,1
-2.039687117,-0.07254348,1
2.893972883,-0.05704348,0
-0.950647117,2.19033652,0
-5.184327117,-6.31174348,0
-4.682227117,0.03085652,0
-4.342827117,0.16405652,1
-5.601527117,-3.90144348,0
6.136272883,2.21365652,0
1.141772883,-4.38764348,0
-1.985707117,1.60974652,0
1.968572883,1.16233252,0
-5.377127117,-2.27214348,0
-3.657427117,1.26707252,0
-0.706447117,-6.35704348,0
-0.715017117,0.47181652,1
7.121672883,-0.92864348,0
4.359172883,1.07569652,0
0.123872883,2.09465652,0
7.602272883,3.32695652,1
0.177772883,-2.03164348,0
-3.807327117,0.94638652,0
11.66207288,-2.12084348,1
4.705372883,1.84379652,1
2.037972883,0.61405652,0
-1.912017117,-0.30274348,0
7.574072883,-1.15104348,1
-5.802027117,-2.94974348,1
-1.138297117,-3.49154348,1
0.210372883,1.90715652,0
-5.151727117,-2.24624348,0
-0.546217117,1.49853652,0
-6.138827117,-1.31004348,1
0.294372883,0.76147652,1
-1.834047117,-5.17774348,1
4.127872883,1.99120652,1
7.450672883,2.16059652,1
-5.690727117,-2.62254348,0
-4.430227117,0.59983652,0
-2.917127117,1.59293652,0
2.751772883,0.90759652,0
-4.783327117,-1.72384348,1
-0.520517117,1.48818652,1
1.755272883,1.10543652,0
-2.601827117,0.80414652,0
-2.193067117,-0.02214348,1
-1.651547117,-5.77254348,1
-0.117827117,-1.26484348,0
-4.406327117,-2.00964348,0
-6.533827117,-2.04454348,1
1.526472883,1.85284652,1
-1.731227117,0.62699652,0
-5.033527117,-0.18374348,0
-5.084927117,-5.06264348,0
1.325972883,1.98603652,0
-0.825547117,-4.27514348,1
4.626472883,1.37439652,0
6.653772883,0.77310652,0
-1.200847117,1.76361652,0
-5.952027117,-2.67554348,1
2.426172883,0.37483652,0
-4.706127117,-2.88504348,0
-6.339327117,-2.72854348,0
7.946772883,0.53906652,1
-1.865757117,-0.48504348,1
-0.943797117,1.70413652,0
-2.679727117,-2.84754348,0
-1.326800117,-6.10874348,1
-0.270327117,1.35241652,1
7.464372883,0.32182652,1
-1.881177117,2.14508652,0
-6.169627117,-3.29364348,1
-6.201327117,-0.91954348,1
0.182972883,1.58517652,0
-1.447614117,-5.32894348,1
-0.117827117,2.23305652,1
-3.181827117,-2.65744348,1
0.526572883,1.29810652,0
7.671772883,0.20932652,1
2.895672883,1.83861652,0
0.397972883,2.10887652,1
-1.816917117,-1.45614348,0
-0.294327117,2.89245652,0
1.691872883,0.20675652,0
5.610172883,1.61620652,0
9.489072883,0.66319652,1
-1.163147117,1.47008652,0
3.535772883,2.02094652,0
-3.032727117,-0.11264348,0
-6.329027117,-2.94064348,1
6.371072883,0.33863652,0
-1.481031117,-5.22554348,1
-4.456027117,1.06922652,1
-6.437027117,-5.19454348,1
-0.972927117,-2.02904348,1
4.232372883,2.10887652,1
3.509172883,1.34594652,0
-1.923157117,0.98129652,1
-3.740527117,0.33863652,0
-1.476747117,-0.92864348,1
5.527872883,0.52354652,1
5.221172883,0.85457652,1
-2.623227117,-1.47044348,1
0.925872883,1.25802152,0
-4.737027117,-3.22774348,0
11.05707288,-0.24584348,1
-2.822027117,1.79594652,0
-0.870957117,0.78992652,1
-3.441527117,1.15845252,0
8.217572883,-0.04154348,1
6.281972883,0.52483652,1
4.217772883,1.61749652,1
-4.686427117,0.86750652,1
-1.367928117,-6.20704348,1
-0.981497117,-5.80614348,0
-6.240727117,-4.39924348,1
0.706472883,2.21615652,0
-5.366827117,-0.51994348,1
1.910372883,1.68086652,0
-2.947127117,-1.28294348,0
4.701072883,1.33431652,1
-2.154507117,1.41965652,0
-1.565857117,-1.88544348,0
-3.945327117,-0.68034348,0
0.510272883,-2.24884348,0
-0.780997117,1.25284852,1
2.104872883,0.95414652,0
0.222372883,3.10195652,1
-4.677027117,-0.30274348,0
10.43417288,0.34897652,1
-0.932657117,1.68991652,0
-3.644527117,0.51061652,1
4.591372883,0.60888652,0
-1.214557117,1.63818652,1
-1.197417117,1.13517752,0
-3.480027117,0.02185652,0
7.258772883,-0.53034348,0
3.245272883,0.89595652,0
1.960072883,1.18560792,0
5.987172883,1.55672652,0
-2.166507117,-3.67514348,1
7.843972883,1.08733652,1
-1.580427117,-1.21824348,0
-0.624187117,2.40115652,0
-4.185227117,0.15755652,0
-2.050827117,-2.98854348,1
-1.742367117,1.06793652,1
0.006472883,0.73302652,1
14.25827288,-0.48894348,1
-0.436547117,2.16447652,0
5.156072883,1.06405652,1
7.310972883,0.97483652,1
-3.823627117,-0.69454348,1
9.992072883,1.10802252,1
0.478572883,0.86621652,0
-1.685817117,-0.47214348,0
-1.816917117,-4.72644348,1
-2.281317117,-1.70574348,1
-5.043727117,-1.86864348,1
-4.378827117,0.14855652,1
-6.225327117,-2.81524348,1
-0.740727117,0.89595652,1
-1.667827117,1.90456652,0
-3.794527117,-1.47944348,1
3.954772883,1.79077652,1
1.644672883,2.46575652,0
